"","VIP","Coefficient"
"NaturHazard",0.148749690202268,23.3556795568369
"discount_rate",0.313382674317312,-49.2052474870173
"BadMaintenance",0.889291555052929,-139.630600669989
"BadDesign",0.24733368286374,-38.8346774552796
"NonCompliance",0.315956671408148,-49.6093992613977
"dredge_NonPopInvolv",0.880536161055548,-138.255887376007
"dredge_NonDonorsInvolv",0.196577775196905,30.8653249580002
"check_NonPopInvolv",0.235398689758873,36.9607248165125
"check_NonInstInvolv",0.051365307996982,8.06503645341679
"check_NonDonorsInvolv",0.0981281308044989,-15.407421524474
"buffer_NonPopInvolv",0.0139029800504451,2.18295276112341
"buffer_NonInstInvolv",0.256017596389458,-40.1981673646042
"buffer_NonDonorsInvolv",0.733724244536082,115.20446405747
"current_irrig_area",1.32797599226866,208.509891297418
"TLU_no_buffer",0.148790474202537,-23.3620831872582
"change_TLU_buffer_perc",0.0866299304044862,-13.6020511491957
"profit_per_TLU",0.334831099985299,-52.5729355556039
"var_CV",0.529077227991735,83.0721608965484
"pipe_blocked_area_lost_perc",0.748526235156023,-117.528573433783
"dredging_study_cost",0.774468041909302,-121.601782089418
"dredging_supervision_cost",0.332900202553826,-52.2697589802088
"dredging_admin_cost",0.035048590316869,5.50309478457771
"dredging_transport_cost",0.176289793276858,-27.6798419903704
"dredging_communication_cost",0.313352094277322,-49.2004460140604
"dredging_culvert_feasibility_cost",0.0365674840540826,5.74158130081186
"dredging_culvert_supervision_cost",0.651909782393478,-102.358505465427
"check_location_cost",0.298717789248434,46.9026655055635
"check_feasibility_cost",0.297651735495455,46.7352808890908
"check_topobatymetry_cost",0.592735050948474,-93.0672856745681
"check_supervision_cost",0.59831112431073,-93.942803347628
"check_training_cost",0.453540871604288,71.2119483994513
"check_communication_cost",0.533716196684957,-83.8005406741854
"check_tech_devices_cost",0.23155214622197,36.3567663267357
"check_material_cost",0.0826295033621972,12.9739309026046
"check_rocks_cost",0.576028524971579,-90.4441389191447
"check_transport_cost",0.122060784966237,-19.1651665038826
"buffer_communication_cost",0.420103946640736,65.9619065085889
"buffer_zoning_cost",0.0142169678105407,2.23225301512454
"buffer_adaptation_cost",0.282449926469559,44.3483947059313
"buffer_tech_devices_cost",0.459698855967412,72.1788338383761
"buffer_nursery_cost",0.521328333699774,81.8554814415744
"buffer_wells_cost",0.0772473768821471,-12.1288654693153
"buffer_training_cost",0.148802182530977,23.3639215505303
"current_annual_fish_value_USD",0.156250744418537,-24.5334448239472
"Hazard_reduction_irrigated_area",0.112975727021373,-17.7386915860053
"BadMaint_reduction_irrigated_area",0.696765489459946,-109.401448002754
"BadDesign_reduction_irrigated_area",0.69632938086057,-109.332973152923
"Hazard_reduction_fish_perc",0.985151804948131,-154.681934731567
"maintenance_check_dams",0.014246941557568,2.23695929202324
"maintenance_buffer_strips",0.329871038309805,51.7941399095931
"scheme2_area_no_dredging_ha",0.0486875406332136,7.64459136616392
"dredging_bump_scheme2_area_perc",0.187101288035875,-29.3773904476389
"scheme2_time_until_dredging_benefits_gone_baseline",0.069303323708171,-10.8815434744825
"check_dams_added_scheme2_area_benefit_time",0.398690659490911,-62.5997356546545
"scheme2_vegetable_yield_t_ha",0.179532941181527,28.1890593414377
"scheme2_vegetable_profit_USD_t",0.0461776388535051,7.25050340802233
"scheme2_rice_yield_t_ha",0.108618481995144,-17.0545461706782
"scheme2_rice_profit_USD_t",0.257371550960555,-40.410756238262
"buffer_vegetable_area_ha",0.393195530635153,61.736927345581
"buffer_fruit_area_ha",0.380670438503117,59.7703213119287
"buffer_rainfed_crop_area_ha",0.239952132721878,37.6756759171142
"buffer_vegetable_yield_t_ha",0.0333853712234332,-5.24194726806001
"buffer_fruit_yield_t_ha",0.127438371872597,-20.0095191637315
"buffer_rainfed_crop_yield_t_ha",0.105887942705838,16.6258151893117
"buffer_vegetable_profit_USD_t",1.01942604327547,-160.063445955823
"buffer_fruit_profit_USD_t",0.242612314500595,38.0933598336465
"buffer_rainfed_crop_profit_USD_t",0.259189582968805,40.6962114412345
"proportion_irrigation_scheme_rice",0.609956887130213,-95.771342985169
"irrigation_scheme_rice_yield_t_ha",0.58596979895436,92.0050511416363
"irrigation_scheme_rice_profit_USD_t",1.30032576544049,204.168437970057
"irrigation_scheme_vegetable_yield_t_ha",3.90614577296222,613.316833477398
"irrigation_scheme_vegetable_profit_USD_t",6.04350487379808,948.910636658645
"baseline_time_until_irrig_area_declines",0.724820157508234,-113.806403980264
"dredging_delay_of_irrig_area_decline",3.77889577574992,593.336891640493
"check_dam_delay_of_irrig_area_decline",0.0794327045102228,12.471990969198
"buffer_strip_delay_of_irrig_area_decline",0.0313902685161618,-4.9286896105103
"baseline_start_losses_to_half_irrig_area_lost",4.35465967983753,-683.73948156171
"dredging_delay_of_irrig_area_halved",0.128521352054517,20.1795614546494
"check_dam_delay_of_irrig_area_halved",0.25187719149972,-39.5480687344236
"buffer_strip_delay_of_irrig_area_halved",0.278238593632495,-43.6871594447626
"current_risk_of_pipe_blockage",0.663489355049113,-104.176652366993
"baseline_time_until_pipes_blocked_every_second_year",0.572812810150499,-89.9392289270285
"dredging_delay_of_pipes_blocked_every_second_year",0.822631579586807,129.164098022916
"check_dam_delay_of_pipes_blocked_every_second_year",0.374613382495767,58.8192829670883
"buffer_strip_delay_of_pipes_blocked_every_second_year",0.288617798742071,45.3168326781275
"current_chance_of_blocked_pipe_cleared",0.276935760471527,43.4825973123494
"baseline_time_until_chance_cleared_50percent",0.0710343755438327,11.153341633625
