"","VIP","Coefficient"
"NaturHazard",0.43548213762595,-109.115227148669
"discount_rate",0.0212230966857513,5.31769920182813
"BadMaintenance",0.60518060712299,-151.635196272766
"BadDesign",0.549162078244936,-137.599087842727
"NonCompliance",0.0887658945779629,22.2413502485575
"dredge_NonPopInvolv",0.657854907861338,-164.833368581958
"dredge_NonDonorsInvolv",0.156788093525695,-39.2851209294781
"check_NonPopInvolv",0.539968866949266,-135.295619451988
"check_NonInstInvolv",0.520587683534063,-130.439433519108
"check_NonDonorsInvolv",0.177872842111088,-44.5681553699031
"buffer_NonPopInvolv",0.140316891707993,35.1580654834201
"buffer_NonInstInvolv",0.351495921537589,88.0714821725893
"buffer_NonDonorsInvolv",0.0873945736646194,21.8977494897091
"current_irrig_area",0.977039268481005,244.808805005558
"TLU_no_buffer",0.111872248566402,-28.0309219581363
"change_TLU_buffer_perc",0.082573005583894,-20.689648282139
"profit_per_TLU",0.205041622073161,-51.3756162064714
"var_CV",0.0737082938174829,18.4684893540769
"pipe_blocked_area_lost_perc",4.23679344568531,-1061.57897021492
"dredging_study_cost",0.0773045945746211,19.3695852661833
"dredging_supervision_cost",0.0568682328675804,14.2490118669788
"dredging_admin_cost",0.115287254995277,-28.8865924208383
"dredging_transport_cost",0.115340857678138,28.9000232103261
"dredging_communication_cost",0.0857341046791876,-21.4816992436383
"dredging_culvert_feasibility_cost",0.0486586704150713,12.1920083887647
"dredging_culvert_supervision_cost",0.0488780749624941,12.2469828066822
"check_location_cost",0.28959775804454,72.5621613851756
"check_feasibility_cost",0.0709259881610268,-17.7713495922574
"check_topobatymetry_cost",0.236040731950296,-59.1428117431011
"check_supervision_cost",0.136151184807187,34.114298092192
"check_training_cost",0.087580298036204,-21.9442849391376
"check_communication_cost",0.088921005144186,-22.2802150450767
"check_tech_devices_cost",0.0790474855998507,19.8062873342636
"check_material_cost",0.000328208841294413,-0.0822366273511822
"check_rocks_cost",0.0491514771625597,12.3154869784624
"check_transport_cost",0.269695516126726,67.5754180494585
"buffer_communication_cost",0.0395770806262613,-9.91650809366831
"buffer_zoning_cost",0.366736729227937,91.8902477415457
"buffer_adaptation_cost",0.00403175180027433,-1.01020334816088
"buffer_tech_devices_cost",0.096831767332991,-24.2623505647016
"buffer_nursery_cost",0.0301205472095992,-7.54706121480606
"buffer_wells_cost",0.0287085906481801,-7.19327871120396
"buffer_training_cost",0.0525848000110978,13.1757468378799
"current_annual_fish_value_USD",0.283652863196101,71.0725973004149
"Hazard_reduction_irrigated_area",0.0119111130033231,-2.98447097746962
"BadMaint_reduction_irrigated_area",0.486007982813087,-121.775078375928
"BadDesign_reduction_irrigated_area",0.472167020543332,-118.307060720247
"Hazard_reduction_fish_perc",0.195378468406029,-48.9543981672892
"maintenance_check_dams",0.393041357037815,-98.48118498224
"maintenance_buffer_strips",0.0484230088474404,-12.1329605811498
"scheme2_area_no_dredging_ha",1.29845306553403,325.342853233916
"dredging_bump_scheme2_area_perc",0.281535588487531,-70.5420889493234
"scheme2_time_until_dredging_benefits_gone_baseline",0.0663406808553287,-16.6224463308394
"check_dams_added_scheme2_area_benefit_time",0.113300713323518,-28.3888407864408
"scheme2_vegetable_yield_t_ha",0.677826201923526,169.837413753428
"scheme2_vegetable_profit_USD_t",0.627175742073435,157.146338840788
"scheme2_rice_yield_t_ha",0.121259879867776,-30.3831045928169
"scheme2_rice_profit_USD_t",0.0458324509827924,11.4838655083098
"buffer_vegetable_area_ha",0.202488925456026,50.7360077193386
"buffer_fruit_area_ha",0.128760947217144,-32.2625861994468
"buffer_rainfed_crop_area_ha",0.145086339546936,36.3531073447397
"buffer_vegetable_yield_t_ha",0.259768936136397,65.0881954130514
"buffer_fruit_yield_t_ha",0.0109324972257791,2.73926715937475
"buffer_rainfed_crop_yield_t_ha",0.120161138147728,30.1078017916175
"buffer_vegetable_profit_USD_t",0.168460247289854,-42.2097178285232
"buffer_fruit_profit_USD_t",0.0721422441233458,-18.0760969840169
"buffer_rainfed_crop_profit_USD_t",0.114912174715263,28.7926115972485
"proportion_irrigation_scheme_rice",1.08152212838335,-270.988227779448
"irrigation_scheme_rice_yield_t_ha",0.471461942059405,118.130394923228
"irrigation_scheme_rice_profit_USD_t",0.65246539840331,163.482962909894
"irrigation_scheme_vegetable_yield_t_ha",4.34214508253357,1087.97607538173
"irrigation_scheme_vegetable_profit_USD_t",7.03966846770955,1763.87263113242
"baseline_time_until_irrig_area_declines",0.830106305174802,207.993004122918
"dredging_delay_of_irrig_area_decline",1.65406647404023,414.446020720422
"check_dam_delay_of_irrig_area_decline",1.45228814012167,363.888060159214
"buffer_strip_delay_of_irrig_area_decline",0.0792315749803976,-19.8524131172487
"baseline_start_losses_to_half_irrig_area_lost",0.973420785696808,-243.902151122844
"dredging_delay_of_irrig_area_halved",0.736948188138008,184.651130316964
"check_dam_delay_of_irrig_area_halved",1.00515705759025,251.854051366982
"buffer_strip_delay_of_irrig_area_halved",0.00497916484627704,1.24758895089022
"current_risk_of_pipe_blockage",0.205899057017923,51.5904567261606
"baseline_time_until_pipes_blocked_every_second_year",0.0974678835678822,-24.4217370503139
"dredging_delay_of_pipes_blocked_every_second_year",0.0734250470669944,18.3975185131438
"check_dam_delay_of_pipes_blocked_every_second_year",0.0438032986918316,10.9754372766618
"buffer_strip_delay_of_pipes_blocked_every_second_year",0.0341780140278978,8.56370776646582
"current_chance_of_blocked_pipe_cleared",0.18175101203575,-45.5398769531521
"baseline_time_until_chance_cleared_50percent",0.0841704542191366,21.0899080302037
